created_date,pick_city_name,bad_weather_order,A1,total_submitted,total_delivered,cancelled_quit,cnd,incharge_period,completion_time,peak3,stack,30 days from created_date,A30,%peak3,%stack,%cnd,%g2n,%bw,cancel_by_mex_users
2022-05-16,Hai Phong City,0,404,4685,4034,651,194,1.5673377809546503,26.463468680366425,232,1428,2022-04-16,1000.0,0.04951974386339381,0.3048025613660619,0.04140875133404483,0.8610458911419424,0.0,457
2022-05-16,Hue City,4052,386,7339,6452,887,180,0.7009564479073019,21.70594095179106,1750,658,2022-04-16,875.0,0.23845210519144297,0.08965799155198256,0.024526502248262708,0.8791388472543943,0.5521188172775583,707
2022-05-16,Vung Tau,361,163,3242,2897,345,122,0.5675168321351135,17.29788432792917,72,217,2022-04-16,327.0,0.022208513263417645,0.06693399136335595,0.03763109191856878,0.8935842072794571,0.11135101789019124,223
2022-05-17,Binh Duong,192,449,5959,5206,753,347,0.8110304419819131,20.416778587874138,147,663,2022-04-17,1461.0,0.02466856855177043,0.11126027857022991,0.05823124685349891,0.8736365161939923,0.03222017116965934,406
2022-05-17,Can Tho City,1916,517,7265,6854,411,21,0.2504043990728411,19.235067774376912,20,141,2022-04-17,1050.0,0.0027529249827942187,0.019408121128699243,0.0028905712319339297,0.9434273916035788,0.26373021335168617,390
2022-05-17,Dong Nai,3391,635,8705,7670,1035,356,0.9084631758194976,24.420426048852445,360,1562,2022-04-17,1332.0,0.04135554279149914,0.17943710511200459,0.04089603676048248,0.8811028144744399,0.38954623779437103,679
2022-05-17,Hai Phong City,0,414,4779,4168,611,199,1.4767772878471417,26.62800670819358,261,1470,2022-04-17,1002.0,0.054613935969868174,0.3075957313245449,0.04164051056706424,0.8721489851433354,0.0,412
2022-05-17,Hue City,233,409,6958,6335,623,81,0.4114627066811796,18.268614308994373,126,375,2022-04-17,873.0,0.018108651911468814,0.05389479735556194,0.01164127622880138,0.9104627766599598,0.03348663409025582,542
2022-05-17,Vung Tau,1377,165,3399,2996,403,165,0.9263911665026785,20.487128273413227,1162,239,2022-04-17,325.0,0.3418652544866137,0.07031479847013827,0.04854368932038835,0.8814357163871727,0.40511915269196824,238
2022-05-18,Binh Duong,2058,461,6045,5148,897,503,0.8521274528851758,21.274915955521074,805,550,2022-04-18,1461.0,0.13316790736145576,0.09098428453267163,0.08320926385442515,0.8516129032258064,0.3404466501240695,394
2022-05-18,Can Tho City,1306,516,7031,6670,361,16,0.26867561794324074,20.32677894211577,3,254,2022-04-18,1051.0,0.00042668183757644715,0.03612572891480586,0.002275636467074385,0.9486559522116342,0.18574882662494666,345
2022-05-18,Dong Nai,4913,624,8226,7297,929,300,0.991618302065056,24.121724766461607,140,1744,2022-04-18,1334.0,0.017019207391198637,0.21201069778750303,0.03646973012399708,0.887065402382689,0.5972526136639922,629
2022-05-18,Hai Phong City,0,416,4773,4159,614,172,1.3656139133117384,26.60829531812725,126,1398,2022-04-18,1008.0,0.026398491514770583,0.2928975487115022,0.036036036036036036,0.871359731824848,0.0,442
2022-05-18,Hue City,0,434,6065,5557,508,37,0.31736879685826486,17.2732967823117,41,226,2022-04-18,871.0,0.0067600989282769995,0.03726298433635614,0.006100577081615829,0.9162407254740313,0.0,471
2022-05-18,Vung Tau,383,183,3210,2907,303,100,0.48164209804593755,17.200554983407713,31,246,2022-04-18,325.0,0.009657320872274144,0.07663551401869159,0.03115264797507788,0.905607476635514,0.11931464174454828,203
2022-05-19,Binh Duong,1,497,5968,5235,733,341,0.7384669211195929,20.733632144446563,244,631,2022-04-19,1464.0,0.04088471849865952,0.10573056300268097,0.05713806970509384,0.8771782841823056,0.0001675603217158177,392
2022-05-19,Can Tho City,429,511,7143,6753,390,16,0.2580637108048731,19.476471023063276,0,124,2022-04-19,1049.0,0.0,0.017359652806943862,0.002239955200895982,0.9454010919781605,0.06005879882402352,374
2022-05-19,Dong Nai,1358,674,8676,7776,900,221,0.7075171712032562,23.275603647572567,52,1652,2022-04-19,1344.0,0.00599354541263255,0.1904103273397879,0.025472568003688335,0.8962655601659751,0.15652374366067312,679
2022-05-19,Hai Phong City,0,417,5006,4293,713,213,1.4584075723830734,26.960684655346206,301,1497,2022-04-19,1020.0,0.06012784658409908,0.2990411506192569,0.04254894127047543,0.8575709149021175,0.0,500
2022-05-19,Hue City,0,428,6031,5501,530,63,0.44572327044025156,18.244217378141084,428,314,2022-04-19,879.0,0.07096667219366606,0.05206433427292323,0.010446028850936826,0.912120709666722,0.0,467
2022-05-19,Vung Tau,0,172,3225,2823,402,164,0.8284180594243269,18.529396836638337,423,237,2022-04-19,323.0,0.13116279069767442,0.07348837209302325,0.050852713178294574,0.8753488372093023,0.0,238
2022-05-20,Binh Duong,0,468,5929,5254,675,309,0.8211873015873017,21.101367002088473,135,655,2022-04-20,1472.0,0.02276943835385394,0.11047394164277281,0.052116714454376795,0.8861528082307303,0.0,366
2022-05-20,Can Tho City,0,505,7162,6758,404,22,0.23110543706818862,20.114534081954293,12,149,2022-04-20,1047.0,0.0016755096341803965,0.020804244624406592,0.0030717676626640603,0.94359117564926,0.0,382
2022-05-20,Dong Nai,0,666,8883,8049,834,197,0.7542966342004684,23.896364687900192,15,1808,2022-04-20,1356.0,0.0016886187098953055,0.20353484183271417,0.02217719238995835,0.9061127997298211,0.0,637
2022-05-20,Hai Phong City,0,403,4839,4144,695,232,1.6268520646594653,28.653290793803677,564,1410,2022-04-20,1024.0,0.11655300681959083,0.29138251704897705,0.047943790039264314,0.8563752841496177,0.0,463
2022-05-20,Hue City,0,416,6109,5620,489,45,0.32498529757704064,17.96759407407407,47,257,2022-04-20,886.0,0.007693566868554592,0.04206907840890489,0.007366181044360779,0.9199541659846129,0.0,444
2022-05-20,Vung Tau,93,162,3574,2941,633,414,1.0838182228236355,19.598940989919583,1227,397,2022-04-20,323.0,0.3433128147733632,0.1110800223838836,0.11583659764969222,0.8228875209848909,0.026021264689423614,219
2022-05-21,Binh Duong,588,474,6425,5577,848,438,0.8952385179924243,22.38778254905469,271,1346,2022-04-21,1476.0,0.04217898832684825,0.20949416342412452,0.06817120622568093,0.8680155642023346,0.09151750972762646,410
2022-05-21,Can Tho City,2989,464,6913,6444,469,49,0.3070389988056291,22.446818017459577,292,162,2022-04-21,1048.0,0.04223925936641111,0.023434109648488355,0.007088094893678577,0.9321568060176479,0.4323737885143932,420
2022-05-21,Dong Nai,2482,643,10066,8635,1431,669,1.3675115033567171,27.705960086299893,1336,2321,2022-04-21,1355.0,0.13272402145837472,0.2305781839856944,0.06646135505662627,0.8578382674349294,0.24657262070335784,762
2022-05-21,Hai Phong City,185,397,5115,4367,748,245,1.6468759081662308,28.06925097054122,335,1534,2022-04-21,1020.0,0.06549364613880743,0.2999022482893451,0.047898338220918865,0.853763440860215,0.03616813294232649,503
2022-05-21,Hue City,0,427,6102,5590,512,68,0.31301953818827705,18.45994345238095,71,192,2022-04-21,886.0,0.011635529334644379,0.03146509341199607,0.011143887250081941,0.9160930842346772,0.0,444
2022-05-21,Vung Tau,2079,170,4234,3590,644,307,1.0899491094147582,22.110903860430586,1467,291,2022-04-21,321.0,0.34648086915446386,0.0687293339631554,0.07250826641473784,0.8478979688238073,0.4910250354274917,337
2022-05-22,Binh Duong,2309,394,6750,5534,1216,632,1.8861840173800717,23.849921865608845,1383,1162,2022-04-22,1467.0,0.2048888888888889,0.17214814814814816,0.09362962962962963,0.8198518518518518,0.3420740740740741,584
2022-05-22,Can Tho City,5081,432,8288,6696,1592,1012,1.1488292418416641,23.855103156848124,2674,386,2022-04-22,1046.0,0.32263513513513514,0.04657335907335907,0.12210424710424711,0.8079150579150579,0.6130550193050193,580
2022-05-22,Dong Nai,6311,540,11164,8442,2722,1688,2.6130918533682097,28.667280888258915,4257,2061,2022-04-22,1348.0,0.3813149408814045,0.18461125044786814,0.15120028663561447,0.7561805804371193,0.5652991759226084,1034
2022-05-22,Hai Phong City,5624,331,6364,4359,2005,1234,4.953415329768271,35.10281211843712,4603,1292,2022-04-22,1012.0,0.7232872407291012,0.20301697045883094,0.1939032055311125,0.6849465744814582,0.8837209302325582,771
2022-05-22,Hue City,280,370,7343,5668,1675,1010,1.1148052839252016,21.489409416461196,2783,230,2022-04-22,885.0,0.3790004085523628,0.03132234781424486,0.13754596214081438,0.7718915974397386,0.03813155386081983,665
2022-05-22,Vung Tau,2925,152,5168,3217,1951,1504,2.258776119402985,24.019447897244664,3675,168,2022-04-22,319.0,0.7111068111455109,0.032507739938080496,0.29102167182662536,0.622484520123839,0.565982972136223,447
2022-05-23,Binh Duong,110,448,5444,4799,645,312,0.7834511679489845,20.6275847722072,151,643,2022-04-23,1470.0,0.027736958119030125,0.11811168258633357,0.05731080088170463,0.8815209404849376,0.02020573108008817,333
2022-05-23,Can Tho City,663,514,6728,6315,413,37,0.3049633435008294,19.064124249130572,9,122,2022-04-23,1044.0,0.00133769322235434,0.018133174791914387,0.0054994054696789535,0.9386147443519619,0.09854340071343638,376
2022-05-23,Dong Nai,0,609,8474,7555,919,289,0.8973990683229813,22.780991680971873,131,1782,2022-04-23,1343.0,0.015459051215482652,0.21029029974038235,0.03410431909369837,0.89155062544253,0.0,630
2022-05-23,Hai Phong City,0,384,4614,3867,747,290,1.7371514107611548,27.177780638516992,460,1338,2022-04-23,1006.0,0.09969657563935848,0.28998699609882966,0.06285218899003034,0.8381014304291288,0.0,457
2022-05-23,Hue City,170,410,5865,5394,471,43,0.4211232876712328,18.051289884589274,0,178,2022-04-23,882.0,0.0,0.030349531116794545,0.007331628303495311,0.919693094629156,0.028985507246376812,428
2022-05-23,Vung Tau,524,155,3131,2792,339,142,0.6977393147297775,17.785007746394946,294,131,2022-04-23,318.0,0.09389971255190036,0.04183966783775152,0.045352922389013096,0.8917278824656659,0.16735867135100607,197
2022-05-24,Binh Duong,0,451,5717,5158,559,230,0.7124846248462484,20.309235586545288,113,618,2022-04-24,1464.0,0.019765611334616056,0.10809865313975861,0.04023089032709463,0.9022214448137135,0.0,329
2022-05-24,Can Tho City,0,556,6740,6367,373,23,0.23529552333917472,19.34999477124183,0,128,2022-04-24,1063.0,0.0,0.018991097922848664,0.0034124629080118695,0.9446587537091988,0.0,350
